Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Avrorin (1959:1-276)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Avrorin (1959:1-276)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Avrorin (1959:1-276)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Avrorin (1959:1-276)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Avrorin (1959:238)			"ʤuer naj
two person
‘two people’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Avrorin (1959:263-270)			"tej poezda-sal
that train-PL
‘those trains’
taja ŋala
that hand
'that hand’"
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	1	Oskolskaya (p.c. 2018)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Avrorin (1959:180); Avrorin (1961:265)		"comitative: instrumental case
conjunction: particle/suffix -da/-de"	"lete-de brigadir-di
lete-INS brigadier-INS
‘Lete with the brigadier’
inda-ku naj
dog-POSS person
‘a person with a dog’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Avrorin (1959:246-247)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Avrorin (1959:246-247)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Avrorin (1959:246-247)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Avrorin (1959:263-270)			"qualitative:
ej ‘this’
tej ‘that’
space:
eje ‘this’
taja ‘that’"
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Avrorin (1959:263-270)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Avrorin (1959:263-270)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Avrorin (1959:1-276)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Avrorin (1959:133)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Avrorin (1959:134)	there are only two: for younger brothers/sisters and for elder brothers		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Avrorin (1959:133)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Avrorin (1959:133)			
