Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Kavitskaya (2010:1-126)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Kavitskaya (2010:46)	they are not obligatory	“bir also expresses indefiniteness when placed between a noun and its modifier, as in qart bir adam ‘an old man’, as opposed bir qart adam ‘one old man’	"erkes bir šej-den qorq-a
every.person one thing-ABL be.afraid-PRS
‘Everybody is afraid of something.’"
GB022	Are there prenominal articles?	1: present, 0: absent	1	Kavitskaya (2010:46)			"erkes bir šej-den qorq-a
every.person one thing-ABL be.afraid-PRS
‘Everybody is afraid of something.’"
GB023	Are there postnominal articles?	1: present, 0: absent	0	Kavitskaya (2010:1-126)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Kavitskaya (2010:46, 85)			"bir qart adam
one old man
‘one old man’
bu üč güzel čeček
this three beautiful flower
‘these three beautiful flowers’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Kavitskaya (2010:46, 85)			"bu ev-den
this house-ABL
‘from this house’"
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Kavitskaya (2010:1-126)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Kavitskaya (2010:86)		"ve ‘with’
-nen comitative"	"Asan ve men
Asan and 1SG
‘Asan and I’
Asan men-nen
Asan 1SG-COM
‘Asan with me’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Kavitskaya (2010:45)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Kavitskaya (2010:45)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Kavitskaya (2010:45)			
