Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Sunik (1985:52-53)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB022	Are there prenominal articles?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB023	Are there postnominal articles?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB024	What is the order of numeral and noun in the NP?	"multistate 1: Num-N; 2: N-Num; 3: both."	1	Sunik (1985:38)	It is stated that the numeral precedes the noun, but there are no examples available.		
GB025	What is the order of adnominal demonstrative and noun?	"multistate 1: Dem-N; 2: N-Dem; 3: both."	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	0	Sunik (1985:53)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Sunik (1985:39-40)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Sunik (1985:39-40)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Sunik (1985:39-40)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Sunik (1985:40)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Sunik (1985:40)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Sunik (1985:40)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Sunik (1985:31-54)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Sunik (1985:32-33)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Sunik (1985:32-33)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Sunik (1985:32-33)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	"Petrova (1936:25); Sunik (1985:32-33)"		-sali/-səli	"ni-səli
person-PL]
‘people’"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	"Petrova (1936:25-26); Sunik (1985:32-33)"	Not mentioned.		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Petrova (1936:51)			"ojlə-o
work-NMLZ]
‘working, work’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	"Petrova (1936:74); Sunik (1985:35-36)"		-la/-lə, -mdi	"buta-la
fish-NMLZ]
‘a fisher’
noro-mdi
write-NMLZ]
‘a writer’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Petrova (1936:73)		-ku/-ko	"noro-ko
write-NMLZ]
‘a pencil’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Petrova (1936:26)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Petrova (1936:26)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Petrova (1936:26)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Petrova (1936:26)			
GB057	Are there numeral classifiers?	1: present, 0: absent	1	Oskolskaya (p.c. 2017)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Sunik (1985:31-54)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	1	Sunik (1985:31)		alienable: -ŋgu/-ŋgo	
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	"multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both"	3	Sunik (1985:33-34)		possessor noun/possessive pronoun + possessed + possessor suffix	
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	0	Sunik (1985:36)			
GB069	"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?"	1: present, 0: absent	0	Sunik (1985:36)			
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	"Petrova (1936:27); Sunik (1985:33)"		ACC: -wa/-wə/-ba/-bə	
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Sunik (1985:40)		0	
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	"Petrova (1936:27); Sunik (1985:33)"		"DAT: -du/-do
LOC: -la/-lə/-dula/-dolə"	
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Sunik (1985:40)		0	
GB074	Are there prepositions?	1: present, 0: absent	0	"Sunik (1985:51); Petrova (1936:43)"			
GB075	Are there postpositions?	1: present, 0: absent	1	"Sunik (1985:51); Petrova (1936:43)"		0	
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Sunik (1985:31-54)		0	
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Sunik (1985:31-54)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	"Petrova (1936:48-49, 55); Sunik (1985:46)"		"-j [PRS.PTCP]
PRS.PTCP + personal endings"	
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Sunik (1985:46)		-han/-hən	
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	1	Sunik (1985:46)			
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	1	Sunik (1985:49-50)			
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Sunik (1985:46)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sunik (1985:46)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Sunik (1985:46)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sunik (1985:46)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sunik (1985:46)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sunik (1985:46)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB105	Can the recipient in a ditransitive construction be marked like the monotransitive patient?	1: present, 0: absent	0	Petrova (1936:27)			
GB107	Can standard negation be marked by an affix, clitic or modification of the verb?	1: present, 0: absent	1	Sunik (1985:48)		-asi/-əsi	"aldaci-si-ni
tell-NEG-3SG]
‘He is not telling.’"
GB108	Is there directional or locative morphological marking on verbs?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB109	Is there verb suppletion for participant number?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB110	Is there verb suppletion for tense or aspect?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB111	Are there conjugation classes?	1: present, 0: absent	1	"Petrova (1936:48); Sunik (1985:42)"			
GB113	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	1: present, 0: absent	1	Petrova (1936:73)		-wan/-wən/-ban/-bən	"ŋənə-wən
go-CAUS]
‘to make go’"
GB114	Is there a phonologically bound reflexive marker on the verb?	1: present, 0: absent	1	Petrova (1936:72-73)			
GB115	Is there a phonologically bound reciprocal marker on the verb?	1: present, 0: absent	0	Petrova (1936:71-73)			
GB116	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB117	Is there a copula for predicate nominals?	1: present, 0: absent	1	Petrova (1936:27, 37)		bi- ‘be’	
GB118	Are there serial verb constructions?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB119	"Can mood be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	?	Sunik (1985:51)	It is mentioned that there are auxiliary verbs, but it is not clear, what their functions are.		
GB120	"Can aspect be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	?	Sunik (1985:51)	It is mentioned that there are auxiliary verbs, but it is not clear, what their functions are.		
GB121	"Can tense be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Petrova (1936:56)		Plusquamperfect: PST.PTCP + bi-	
GB122	Is verb compounding a regular process?	1: present, 0: absent	1	Petrova (1936:69)			"bi əŋdə ŋənə ta-ham-bi
1SG NEG go do-PST-1SG
‘I didn’t go.’"
GB123	Are there verb-adjunct (aka light-verb) constructions?	1: present, 0: absent	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB124	Is incorporation of nouns into verbs a productive intransitivizing process?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB126	Is there an existential verb?	1: present, 0: absent	0	Petrova (1936:27, 37)		bi- ‘be’ is also used in equative constructions	
GB127	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?	1: present, 0: absent	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB129	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?	1: present, 0: absent	0	Sunik (1985:31-54)			
GB130	What is the pragmatically unmarked order of S and V in intransitive clauses?	"multistate 1: SV; 2: VS; 3: both"	1	"Petrova (1936:69-70); Sunik (1985:53)"			
GB131	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	1: present, 0: absent	0	"Petrova (1936:69-70); Sunik (1985:53)"			
GB132	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	1: present, 0: absent	0	"Petrova (1936:69-70); Sunik (1985:53)"			
GB133	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	1: present, 0: absent	1	"Petrova (1936:69-70); Sunik (1985:53)"	Not mentioned.		
GB134	Is the order of constituents the same in main and subordinate clauses?	1: present, 0: absent	?	"Petrova (1936:69-70); Sunik (1985:53)"			
GB135	Do clausal objects usually occur in the same position as nominal objects?	1: present, 0: absent	1	"Petrova (1936:69-70); Sunik (1985:53)"	The verb precedes the so-called ‘object construction’.		
GB136	Is the order of core argument (i.e. S/A/P) constituents fixed?	1: present, 0: absent	0	Oskolskaya (p.c. 2017)			
GB137	Can standard negation be marked clause-finally?	1: present, 0: absent	1	Sunik (1985:48)			
GB138	Can standard negation be marked clause-initially?	1: present, 0: absent	0	Sunik (1985:48)			
GB139	Is there a difference between imperative (prohibitive) and declarative negation constructions?	1: present, 0: absent	1	Sunik (1985:48)			
GB140	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?	1: present, 0: absent	?	Sunik (1985:48)	Not mentioned.		
GB146	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	1: present, 0: absent	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB147	Is there a morphological passive marked on the lexical verb?	1: present, 0: absent	1	Sunik (1985:44)		-wo/-wu	
GB148	Is there a morphological antipassive marked on the lexical verb?	1: present, 0: absent	0	Sunik (1985:31-54)			
GB149	Is there a morphologically marked inverse on verbs?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB150	Is there clause chaining?	1: present, 0: absent	?	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB151	"Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?"	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"			
GB152	Is there a morphologically marked distinction between simultaneous and sequential clauses?	1: present, 0: absent	1	Petrova (1936:58)		-ma/-mə, in SG -mi, in PL -mari/-məri	"buə ŋənə-məri jaja-ha-pu
1PL walk-SIM.PL sing-PST-1PL
‘We were singing while we were walking.’"
GB155	Are causatives formed by affixes or clitics on verbs?	1: present, 0: absent	1	Petrova (1936:73)		-wan/-wən/-ban/-bən	"wəm-bən
say-CAUS
‘to make say’"
GB156	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?	1: present, 0: absent	0	Petrova (1936:73)			
GB158	Are verbs reduplicated?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB159	Are nouns reduplicated?	1: present, 0: absent	0	"Petrova (1936:3-74); Sunik (1985:1-53)"	Not mentioned.		
GB160	Are elements apart from verbs or nouns reduplicated?	1: present, 0: absent	1	Sunik (1985:52)			
GB165	Is there productive morphological trial marking on nouns?	1: present, 0: absent	0	"Petrova (1936:25-26); Sunik (1985:32-33)"			
