Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	2	Niinaga (2010:54)			"nasi=nu mii-cɨ mura-tɨ 
pear=gen three-clf receive-med three-clf=gen pear 
‘(I) received three pears.’ "
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Niinaga (2010:48)			"kun hon=ba tu-ta this book=acc take-pst 
‘(I) took this book.’ "
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Niinaga (2010:35-87)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Niinaga (2010:72)	Not mentioned. how comitative is expressed	"conjunction: =sjutɨ ‘and’ 
comitative:"	
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Niinaga (2010:73); Niinaga (2014:103-104)	there is an inclusive/exclusive interpretation of some modal clitics (intention vs. invitation to do sth)		
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	1	Niinaga (2010:50); Niinaga (2014:102)		"1DU: wa-ttəə 
2DU: na-ttəə, ura—ttəə"	
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	Niinaga (2010:50); Niinaga (2014:111)		"proximal: ku-/ka-
mesial: u-/ga
distal: a-/aga-"	
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Niinaga (2010:50); Niinaga (2014:111)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Niinaga (2010:50); Niinaga (2014:111)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	1	Niinaga (2010:56-57)	different markers are used for human names+elder kins+professions and others	-taa, -nkja	
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Niinaga (2010:56-57)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Niinaga (2010:56-57)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Niinaga (2010:56-57)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	0	Niinaga (2010:56-57)	restricted to humans		
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Niinaga (2010:57)		approximative	"zjuu-taa=ga ik-ju-i father-appr=nom go-ipfv-npst 
‘(My) father and some people will go.’ "
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	?	Niinaga (2010:70)	Not mentioned.		
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Niinaga (2010:70)			"tu-ja:
take-NMLZ 
‘a person who takes’ "
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	?	Niinaga (2010:70)	Not mentioned.		
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB057	Are there numeral classifiers?	1: present, 0: absent	1	Niinaga (2010:54)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Niinaga (2010:35-87)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	1	Niinaga (2014:57-58)			"jumɨ=nu naaja
[daughter.in.law=GEN name=TOP]
‘the name of the daughter-in-law’"
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	1	Niinaga (2010:52, 61, 71)			"taa-sa=nu tar-an tall-nlz=nom be.su cient-neg.npst 
‘(It) is not tall enough.’
b. an kɨɨ=nu taa-sa
that tree=nom tall-nlz 
‘That tree is tall.’
an kɨɨ=ja taa-sa-joo-i 
that tree=top tall-vlz-pol-npst
‘That tree is tall.’ "
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	?	Niinaga (2010:84)	Not mentioned.		"daiban+gɨɨ=nu a-tɨ, jinga=nu hasigo kɨɨ-tɨ, nasi=ba ʔtɨɨ ʔtɨɨ mu-tu-n wake
big+tree=nom exist-med man=nom ladder prop-med pear=acc one.clf one.clf pick.up-prog-npst.adn dsc
‘There is a big tree, and a man props a ladder on (the tree), and (he) is picking up pears one by one.’ "
