Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Poppe (1964:80)			"un kɵn
[10 day]
‘ten days’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	?	Poppe (1964:43)	Not mentioned.		
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Fanselow (p.c. 2017)	may be possible		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Yuldashev (1981:352)		"coordination: hEm, da/dE, Da/DE, la/lE, ta/tE
comitative: m@nEn ‘with, together with’"	
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Yuldashev (1981:134)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Yuldashev (1981:134)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Yuldashev (1997: 211); Yuldashev (1981:134)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Poppe (1964:43)		Yuldashev (1981:155): two demonstratives for proximal objects, two demonstratives for distal objects or known before the communicative situation; Poppe (1964:43): only a two-way distinction, other demonstratives are referential	"bїl ‘this’
šul ‘that’"
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Poppe (1964:43)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Poppe (1964:43)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Poppe (1964:33); Yuldashev (1997: 211); Yuldashev (1981:117-120)	There is only phonological allomorphy.	suffix -lar/-l@r, -tar/-t@r, -dar/-d@r, -Dar/-D@r, depending on the stem-final sound	
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Yuldashev (1997: 211); Yuldashev (1981:117-120)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Yuldashev (1997: 211); Yuldashev (1981:117-120)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Yuldashev (1997: 211); Yuldashev (1981:117-120)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Yuldashev (1997: 211); Yuldashev (1981:117-120)		-lar/-l@r, -tar/-t@r, -dar/-d@r, -Dar/-D@r, depending on the stem-final sound	
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Yuldashev (1981:119)			"ɣärifulla-lar
[Garifulla-PL]
‘Garifulla and his family’"
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Poppe (1964:52)		-ä/-ü	yaha- ‘to make’ - yahaj ‘making’
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Garipov (1959:67)		-sї	"ḳotḳarїu-sї [save-NMLZ] ‘savior’
uḳїu-sї [read-NMLZ] ‘reader’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Poppe (1964:63)	not productive	-tї	hїδїn-tї [draw-NMLZ] ‘sketch’
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Poppe (1964:1-100)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Poppe (1964:1-100)			
