Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Krueger (1997:87-162)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Krueger (1997:87-162)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Krueger (1997:87-162)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Krueger (1997:87-162)			
GB024	What is the order of numeral and noun in the NP?	"multistate 1: Num-N; 2: N-Num; 3: both."	1	Krueger (1997:117)			"če:rbi beš kiži
twenty five man
‘twenty five men’"
GB025	What is the order of adnominal demonstrative and noun?	"multistate 1: Dem-N; 2: N-Dem; 3: both."	1	Anderson and Harrison (1999: 70)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Krueger (1997:123)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Krueger (1997:123)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Krueger (1997:123)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Krueger (1997:125)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Krueger (1997:125)			"bo ‘this’
dö: ‘that’"
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Krueger (1997:125)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Krueger (1997)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Krueger (1997:117)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Krueger (1997:117)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Krueger (1997:117)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Krueger (1997:117)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Krueger (1997:117)			"nom-nar
book-PL
‘books’"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Krueger (1997:147-148)	concrete and abstract nouns	-(V)g, -ïškïn	"sad-ïg
trade-NMLZ
‘trade’
ažid-ïïškïn
open-NMLZ
‘opening’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Krueger (1997:149)		-mal, -kči	"čoru-mal
go-NMLZ
‘traveller’
nomču-kču
read-NMLZ
‘reader’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Krueger (1997:147)	concrete and abstract nouns	-(V)g, -mal (Mongolian)	"aytïr-ïg
ask-NMLZ
‘question’
kaz-ïmal
dig-NMLZ
‘thing dug up’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Krueger (1997)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Krueger (1997)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Krueger (1997)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Krueger (1997)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Krueger (1997)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Krueger (1997)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Krueger (1997:118)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	"multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both"	3	Krueger (1997:112, 118)			"nom-um
book-1SG
‘my book’
ãtt-ïŋ bažï
horse-GEN head"
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB069	"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?"	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Krueger (1997:111)			
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Krueger (1997:124)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Krueger (1997:111-116)			
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Krueger (1997:124)			
GB074	Are there prepositions?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB075	Are there postpositions?	1: present, 0: absent	?	Krueger (1997)	Not mentioned.		
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Krueger (1997:128-146)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	Krueger (1997:132)		-(V)r	
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Krueger (1997:131)		-di and allomorphs	
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	1	Krueger (1997:138)		-gelek/-galak/-kelek/-kalak	"me:ŋ ežim xural-ga kel-gelek
1SG.POSS friend meeting-DAT come-FUT
‘My friend will come to the meeting.’"
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	1	Krueger (1997:133-134)	although this marker is described as an auxiliary, it is phonologically bound (personal suffixes appear after it)		"ke:p-tur-men
come-PROG-1SG
‘I am coming.’"
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Krueger (1997:128-146)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Krueger (1997:128-146)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Krueger (1997:128-146)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	Krueger (1997)			
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	Krueger (1997)			
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	Krueger (1997)			
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	Krueger (1997:128-141)			
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Krueger (1997:144-146)			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Krueger (1997:144-146)			
