Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	3	van der Lubbe (2015:351)			"juttai=nu wunagu=nu wu-ŋ
four.CLF:PERSON=GEN woman=NOM exist-IND
‘There are four women.’ (Masana)
wunagu=nu juttai wu-ŋ
woman=NOM four.CLF:PERSON exist-IND
‘There are four women.’ (Masana)"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	van der Lubbe (2015:359)			"aŋ tʃuu=wa ʔerabu=nu tʃuu DEM person=TOP Okinoerabu=GEN person COP:NEG-IND
‘That person is not from Okinoerabu.’ "
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	van der Lubbe (2015:345-376)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	van der Lubbe (2015:345-376)	Not mentioned.		
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	van der Lubbe (2015:349)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	van der Lubbe (2015:350)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	van der Lubbe (2015:349-350)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	van der Lubbe (2015:350)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	van der Lubbe (2015:350)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	van der Lubbe (2015:350)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	0	van der Lubbe (2015:353)	restricted to animates		
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	van der Lubbe (2015:353)			"taro:-ta
Taro-ASS
‘Taroo and the others’"
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	van der Lubbe (2015:357)		-ʃi	"ʃimoi-ʃi
put.away-NMLZ
‘the putting away/the person that puts away’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	van der Lubbe (2015:357)		-ʃi	"ʃimoi-ʃi
put.away-NMLZ
‘the putting away/the person that puts away’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	0	van der Lubbe (2015:357)	Probably not, not mentioned.		
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB057	Are there numeral classifiers?	1: present, 0: absent	1	van der Lubbe (2015:351)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	?	van der Lubbe (2015:352)	the nominative marker -ga is used for kinship terms and occupation nouns (‘the hand of the teacher’, ‘his car’), in other instances -nu is used. It is not clear whether this distribution can be attributed to alienability		"ʃinʃi:=ga ti:
teacher=NOM/GEN hand
‘the hand of the teacher’"
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	1	van der Lubbe (2015:352)			"ʃinʃi:=ga ti:
teacher=NOM/GEN hand
‘the hand of the teacher’"
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	?	van der Lubbe (2015:345-376)	Not mentioned.		
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	?	van der Lubbe (2015:345-376)	Not mentioned.		
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	van der Lubbe (2015:352, 359)	clitics		"ʔagu=nu <minato>=ntani ʔuu-ti kuri-ta-ŋ
friend=NOM port=LIM bring-MED BEN-PST-IND ‘My friend brought me to the port.’ (Kunigami)
"
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	van der Lubbe (2015:350)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	van der Lubbe (2015:352, 359)	clitics		"minato=ntani kuruma=ʃi ʔuu-ju-ŋ
port=LIM car=INS bring-NPST-IND ‘I will bring him to the port by car.’ (Kunigami)"
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	van der Lubbe (2015:350)			
GB074	Are there prepositions?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB075	Are there postpositions?	1: present, 0: absent	1	van der Lubbe (2015:352)			
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	van der Lubbe (2015:345-376)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	van der Lubbe (2015:345-376)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	van der Lubbe (2015:363)	non-past	-i	"ʔama=wa nama=kara <ɸuku> hadʒim-i-ŋ
mother=TOP now=from clothes put.away-NPST-IND
‘Mother is going to put away the clothes now.’ (Masana)"
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	van der Lubbe (2015:356, 363)		-ta	"num+ta+mu
nu-da-mu
drink-PST-IND
‘drank’
ʔokkaŋ=wa kinju ɸuju=nu ɸuku ʃimo-ta-mu
mother=TOP yesterday winter=GEN clothes put.away-PST-IND
‘Mother put the winter clothes away yesterday.’ (Masana)
"
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	0	van der Lubbe (2015:363)	non-past		
