Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Poppe (1963:8-130)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Poppe (1963:8-130)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Poppe (1963:8-130)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Poppe (1963:8-130)			
GB024	What is the order of numeral and noun in the NP?	"multistate 1: Num-N; 2: N-Num; 3: both."	1	Poppe (1963:83)			"utïz kitap
thirty book
‘thirty books’
öč atna-lar
three week-PL
‘three weeks’"
GB025	What is the order of adnominal demonstrative and noun?	"multistate 1: Dem-N; 2: N-Dem; 3: both."	1	Poppe (1963:55-56, 114)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Fanselow (p.c. 2017)	might be possible, only Chuvash deviates from the Turkic prototype		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Poppe (1963:51, 109-110)		"belän ‘together with’
häm ‘and’"	"eti belän kilü
father together come
‘to come together with the father’
awïl-dä häm šähär-dä 
village-LOC and city-LOC
‘in the village and in the city’
at häm sïyïr
horse and cow
‘the horse and the cow’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Poppe (1963:53-54)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Poppe (1963:53-54)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Poppe (1963:53-54)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	"Poppe (1963:55-56); Savelev (p.c. 2018)"			"bu ‘this’
ul ‘that’
tege ‘that far away’
šušï, šul ’this here, these here’ (anaphoric)"
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Poppe (1963:55-56)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Poppe (1963:55-56)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Poppe (1963:8-130)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Poppe (1963:29)	only phonological allomorphy		
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Poppe (1963:29)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Poppe (1963:29)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Poppe (1963:29)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Poppe (1963:29)			apa-lar aunt-PL ‘aunts’
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	Poppe (1963:8-130)	Not mentioned.		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Poppe (1963:90)		-š	"kere-š
enter-NMLZ
‘introduction’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Poppe (1963:90)		-Äk	"kun-ak
spend.a.night-NMLZ
‘guest’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Poppe (1963:90)		-ma, -m	"söyle-m
talk-NMLZ
‘speech, utterance’
tukï-ma
weave-NMLZ ‘textile’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Poppe (1963:8-130)			
