Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"			
GB022	Are there prenominal articles?	1: present, 0: absent	0	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"			
GB023	Are there postnominal articles?	1: present, 0: absent	0	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"			
GB024	What is the order of numeral and noun in the NP?	"multistate 1: Num-N; 2: N-Num; 3: both."	1	Tsintsius (1982:41)			
GB025	What is the order of adnominal demonstrative and noun?	"multistate 1: Dem-N; 2: N-Dem; 3: both."	1	Tsintsius (1982:20, 22)			taj del [that head] ’that head’
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	1	Tsintsius (1982:40)			"bọjunmọ va:ča:v anamma
[deer kill.PST fat]
‘I/You/He/She (Masc.) has/have killed a deer, a fat one.’"
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	0	Oskolskaya (p.c. 2017)			"əmən asatka-kkan bi-ča-n amin-ǯi
[one girl-DIM be-PST-3SG father-INS]
’A girl lived with the father.’
ətixən-ǯi atixan-ǯi bi-ča-tin
[old.man-INS old.woman-INS be-PST-3PL]
‘There lived an old man with an old woman.’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	1	Tsintsius (1982:33)			bu: [1PL.EXCL],  bitt@ [1PL.INCL]
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Tsintsius (1982:33)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Tsintsius (1982:33)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	"Tsintsius (1997:195); Tsintsius (1982:34)"		There is a two-way distinction.	əj ‘this’, taj ‘that’
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Tsintsius (1982:34)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Tsintsius (1982:34)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	?	Tsintsius (1982:20)	Not clear, whether it is phonological or not	Suffixes -l, -sal, -səl, -sel	"dZo: [house] - dZo:-sal [house-PL]
adel [net] - adeli-l, adeli-sal [net-PL]
mojn [horse] - moji-l, moji-sal [horse-PL]"
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Tsintsius (1982:20)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Tsintsius (1982:20)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Tsintsius (1982:20)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Tsintsius (1982:20)		Suffixes -l, -sal, -səl, -sel	"dZo: [house] - dZo:-sal [house-PL]
adel [net] - adeli-l, adeli-sal [net-PL]
mojn [horse] - moji-l, moji-sal [horse-PL]"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Oskolskaya (p.c. 2017)	“Plural forms of some kinship terms have an associative meaning rather than additive one.”		"am-til
[father-ASS]
’parents’"
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	?	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"	Not mentioned.		
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	?	"Tsintsius (1982:3-308); Tsintsius (1997:188-201)"	Not mentioned.		
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Oskolskaya (p.c. 2017)	‘an instrument or a result of an action’	-wun ‘an instrument or a result of an action’	"egdi-wun
[comb.hair-NMLZ]
’a comb’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Tsintsius (1997:192)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Tsintsius (1997:192)			
