Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	?	Aoi (2015:414)	Modifiers precede their heads.		
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Aoi (2015:414)			"kanu sinsi: ga ï ï-tar
[that teacher NOM say-PST]
‘That teacher said.’"
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Aoi (2015:410)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Aoi (2015:410)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Aoi (2015:410)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.	"kure ‘this’
kanu ‘that’"	
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Aoi (2015:411)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Aoi (2015:410-411)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Aoi (2015:411)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Aoi (2015:411)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Aoi (2015:411)		-ta	
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB057	Are there numeral classifiers?	1: present, 0: absent	1	Aoi (2015:410-411)			"mï-ta:r ‘three people’
mii-cï ‘three things’"
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	1	Aoi (2015:415)			
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	1	Aoi (2015:409, 413)			
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	1	Aoi (2015:409, 413)			
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Aoi (2015:415)	clitics		
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Aoi (2015:415)	clitics		
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Aoi (2015:415)	clitics		
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Aoi (2015:415)	clitics		
GB074	Are there prepositions?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB075	Are there postpositions?	1: present, 0: absent	1	Aoi (2015:410)	clitics		
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Aoi (2015:405-421)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	Aoi (2015:411-413)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	Aoi (2015:412, 419)		-r/-ї	
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Aoi (2015:411, 419)		-tar	"uki-tar
[wake-PST]"
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	0	Aoi (2015:419)			
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	Aoi (2015:415)			
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	Aoi (2015:415)			
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	Aoi (2015:415)			
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB105	Can the recipient in a ditransitive construction be marked like the monotransitive patient?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
GB107	Can standard negation be marked by an affix, clitic or modification of the verb?	1: present, 0: absent	1	Aoi (2015:411)			"uki-n
[wake-NEG]"
GB108	Is there directional or locative morphological marking on verbs?	1: present, 0: absent	0	Aoi (2015:411-413)			
GB109	Is there verb suppletion for participant number?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB110	Is there verb suppletion for tense or aspect?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB111	Are there conjugation classes?	1: present, 0: absent	1	Aoi (2015:411)	two regular classes and two irregular verbs	“There are two classes of stems, Classes 1 and 2, based on which the morphol- ogical pattern of inflection differs. Two irregular verb stems exist in addition: kï- ‘come’ and sï- ‘do’. Class 1 stems end with a vowel, whereas Class 2 stems end with a consonant. Class 2 stems carry a thematic vowel (a, i or ï, depending on the suffix that attaches to the stem) when followed by an inflectional suffix that begins with a consonant.”	
GB113	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	1: present, 0: absent	?	Aoi (2015:419-420)	Not mentioned.		
GB114	Is there a phonologically bound reflexive marker on the verb?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB115	Is there a phonologically bound reciprocal marker on the verb?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB116	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	1: present, 0: absent	0	Aoi (2015:411-413)			
GB117	Is there a copula for predicate nominals?	1: present, 0: absent	1	Aoi (2015:416-417)	The predicate NP co-occurs with a copula verb in past tense and/or when negated. Otherwise, the copula is omitted.		"kanu pïto o jana pïto o ara-t-tam
[that person TOP nasty person TOP COP-NEG-PST-IND]
‘(S)he was not a nasty person.’"
GB118	Are there serial verb constructions?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB119	"Can mood be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	0	Aoi (2015:419)			
GB120	"Can aspect be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Aoi (2015:416, 419)			"ami nu du ff-i ir-ï
[rain NOM FOC fall-MED PROG-PRS]
‘It is raining.’ (literally ‘Rain is falling.’)"
GB121	"Can tense be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	0	Aoi (2015:405-421)			
GB122	Is verb compounding a regular process?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB123	Are there verb-adjunct (aka light-verb) constructions?	1: present, 0: absent	?	Aoi (2015:411-413)	Not mentioned.		
GB124	Is incorporation of nouns into verbs a productive intransitivizing process?	1: present, 0: absent	0	Aoi (2015:405-421)			
GB126	Is there an existential verb?	1: present, 0: absent	?	Aoi (2015:405-421)	Not mentioned.		
