Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Clark (1998:1-659)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Clark (1998:156)	not commonly, but possible		
GB022	Are there prenominal articles?	1: present, 0: absent	1	Clark (1998:156)		bir	"bir hep-de
one week-LOC
‘for a week’"
GB023	Are there postnominal articles?	1: present, 0: absent	0	Clark (1998:1-659)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Clark (1998:102)			"iki adam
two man
‘two men’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Clark (1998:107, 125, 487)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	0	Clark (1998:487)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	0	Clark (1998:407, 434)		"bilen ‘with, and’
we, u ‘and’
hem ‘and, also’"	
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Clark (1998:181)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Clark (1998:181)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Clark (1998:181)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Clark (1998:190)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Clark (1998:190)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Clark (1998:190)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Clark (1998:1-659)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Clark (1998:1-659)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Clark (1998:1-659)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Clark (1998:1-659)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Clark (1998:1-659)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Clark (1998:101)			"käse-ler-i
bowl-PL-ACC
‘bowls’
gün-lör
day-PL
‘days’"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Clark (1998:104)			"podosilnikov-lar
Podosilnikov-PL
‘the Podosilnikov family’"
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Clark (1998:333-335)		"-ma/-me
-ïš/-iš"	"yaz-ma-sï
write-NMLZ-3SG
‘his writing’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Clark (1998:525)		-ïǰï/-iǰi	"yaz-ïǰï
write-NMLZ
‘writer’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Clark (1998:523)		-g	"sora-g
ask-NMLZ
‘a question’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Clark (1998:1-659)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Clark (1998:1-659)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Clark (1998:1-659)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Clark (1998:1-659)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Clark (1998:1-659)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Clark (1998:1-659)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Clark (1998:107)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	3	Clark (1998:107, 487)			"men-iŋ inim
1SG-GEN younger.brother
‘my younger brother’
mekde-bim
school-1SG
‘my school’"
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	0	Clark (1998:101, 144)			"kita:p-lar gïzïklï
book-PL interesting
‘The books are interesting.’"
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	0	Clark (1998:143-144)			
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Clark (1998:114, 121)			"olor ča:y-ï ič-di-ler
3PL tea-ACC drink-PST-PL
‘They drank the tea.’"
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Clark (1998:181-186)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Clark (1998:126-141)			
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Clark (1998:181-186)			"men-de
1SG-LOC
‘in me’"
GB074	Are there prepositions?	1: present, 0: absent	0	Clark (1998:427)			
GB075	Are there postpositions?	1: present, 0: absent	1	Clark (1998:427)			
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Clark (1998:1-659)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Clark (1998:213-214)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	Clark (1998:1-659)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	Clark (1998:214, 219)		-ya:r/-yär	"men i:še gün-de bar-ya:r-ïn
1SG work day-LOC go-PRS-1SG
‘I go to work every day.’
ol zavod-da išle-yä:r
3SG plant-LOC work-PRS
‘She works at the plant.’"
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Clark (1998:213)		-dï/-di	"düyn ka:kam gel-di
yesterday father come-INDEF.PST
‘My father arrived yesterday.’"
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	1	Clark (1998:214)		"uncertain -ar/-er
certain -ǰak/-ǰek"	
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	1	Clark (1998:213)		past continuous -ya:rdï/-yä:rdi	"sen ǰaŋ ed-eniŋ-de men naχar iy-yärdi-m
2SG call do-?-? 1SG dinner eat-IPFV-1SG
‘I was eating dinner when you called.’"
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Clark (1998:214)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Clark (1998:214)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Clark (1998:214)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Clark (1998:214)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Clark (1998:214)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Clark (1998:214)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	Clark (1998:1-659)			
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	Clark (1998:1-659)			
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	Clark (1998:1-659)			
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	Clark (1998:1-659)			
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Clark (1998:1-659)			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Clark (1998:1-659)			
GB105	Can the recipient in a ditransitive construction be marked like the monotransitive patient?	1: present, 0: absent	0	Clark (1998:121, 126)			
GB107	Can standard negation be marked by an affix, clitic or modification of the verb?	1: present, 0: absent	1	Clark (1998:212-213)			
GB108	Is there directional or locative morphological marking on verbs?	1: present, 0: absent	0	Clark (1998:1-659)			
GB109	Is there verb suppletion for participant number?	1: present, 0: absent	0	Clark (1998:1-659)			
GB110	Is there verb suppletion for tense or aspect?	1: present, 0: absent	0	Clark (1998:1-659)			
GB111	Are there conjugation classes?	1: present, 0: absent	0	Clark (1998:1-659)			
GB113	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	1: present, 0: absent	1	Clark (1998:534)		-dïr/-dir	"ol öyü yan-dïr-dï
3SG house burn-CAUS-PST
‘He burned the house.’"
GB114	Is there a phonologically bound reflexive marker on the verb?	1: present, 0: absent	1	Clark (1998:211)		-ïn/-in/-n	"sered-in-mek
take.care-REFL-INF
‘to take care of oneself’
men yuw-un-dï-m
1SG wash-REFL-PST-1SG
‘I washed myself.’"
GB115	Is there a phonologically bound reciprocal marker on the verb?	1: present, 0: absent	1	Clark (1998:211)		cooperative -ïš/-iš	"olar guǰakla-š-dï-lar
3PL hug-RECIP-PST-PL
‘They hugged each other.’"
GB116	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	1: present, 0: absent	0	Clark (1998:1-659)			
GB117	Is there a copula for predicate nominals?	1: present, 0: absent	?	Clark (1998:1-659)	Not mentioned.		
GB118	Are there serial verb constructions?	1: present, 0: absent	0	Clark (1998:1-659)			
GB119	"Can mood be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Clark (1998:213)		-ïp/-ip bilmek ‘to be able’	
GB120	"Can aspect be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Clark (1998:213)		čïkmak ‘to do sth. completely’	
GB121	"Can tense be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	0	Clark (1998:1-659)			
GB122	Is verb compounding a regular process?	1: present, 0: absent	0	Clark (1998:1-659)			
GB123	Are there verb-adjunct (aka light-verb) constructions?	1: present, 0: absent	1	Clark (1998:210)			"dem al-mak
breath take-INF
‘to breathe’"
GB124	Is incorporation of nouns into verbs a productive intransitivizing process?	1: present, 0: absent	0	Clark (1998:1-659)			
GB126	Is there an existential verb?	1: present, 0: absent	?	Clark (1998:1-659)	Not mentioned.		
GB127	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?	1: present, 0: absent	?	Clark (1998:1-659)	Not mentioned.		
GB129	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?	1: present, 0: absent	0	Clark (1998:1-659)			
GB130	What is the pragmatically unmarked order of S and V in intransitive clauses?	multistate 1: SV; 2: VS; 3: both	1	Clark (1998:498)			
GB131	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	1: present, 0: absent	0	Clark (1998:498)			
GB132	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	1: present, 0: absent	0	Clark (1998:498)			
GB133	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	1: present, 0: absent	1	Clark (1998:114, 498)			"olor ča:y ič-di-ler
3PL tea drink-PST-PL
‘They drank tea.’"
GB134	Is the order of constituents the same in main and subordinate clauses?	1: present, 0: absent	1	Clark (1998:498)			
GB135	Do clausal objects usually occur in the same position as nominal objects?	1: present, 0: absent	?	Clark (1998:1-659)	Not mentioned.		
GB136	Is the order of core argument (i.e. S/A/P) constituents fixed?	1: present, 0: absent	1	Clark (1998:498-499)	it can be changed only for emphasis or effect		
GB137	Can standard negation be marked clause-finally?	1: present, 0: absent	1	Clark (1998:212-213)			
GB138	Can standard negation be marked clause-initially?	1: present, 0: absent	0	Clark (1998:1-659)			
GB139	Is there a difference between imperative (prohibitive) and declarative negation constructions?	1: present, 0: absent	0	Clark (1998:214, 492)			"sen erti:r Mara: gel-me
2SG tomorrow Mari go-NEG
‘Don’t go to Mari tomorrow!’"
GB140	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?	1: present, 0: absent	0	Clark (1998:134)		"existential: yo:k
verbal: -ma/-me"	"men-de yo:k
1SG-LOC NEG
‘I don’t have [it].’"
GB146	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	1: present, 0: absent	?	Clark (1998:1-659)	Not mentioned.		
GB147	Is there a morphological passive marked on the lexical verb?	1: present, 0: absent	1	Clark (1998:210)		-l/-ïl/-il/-ïn/-in	"gara-l-mak
see-PASS-INF
‘to be looked at’"
GB148	Is there a morphological antipassive marked on the lexical verb?	1: present, 0: absent	0	Clark (1998:1-659)			
GB149	Is there a morphologically marked inverse on verbs?	1: present, 0: absent	0	Clark (1998:1-659)			
GB150	Is there clause chaining?	1: present, 0: absent	1	Clark (1998:350, 495)		gerunds	"ol öyü-ne gel-ip naχar bišir-di
3SG home-? come-GER dinner cook-PST
‘He came home and cooked dinner.’"
GB151	"Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?"	1: present, 0: absent	0	Clark (1998:1-659)			
GB152	Is there a morphologically marked distinction between simultaneous and sequential clauses?	1: present, 0: absent	1	Clark (1998:353)		simultaneous: gerund -ïp/-ip	"tent-ä:p gi:r-di
stagger-GER enter-PST
‘He entered staggering.’"
GB155	Are causatives formed by affixes or clitics on verbs?	1: present, 0: absent	1	Clark (1998:212)		-dïr/-dir	"seret-dir-mek
take.care-CAUS-INF
‘to have someone take care of’"
GB156	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?	1: present, 0: absent	0	Clark (1998:1-659)			
GB158	Are verbs reduplicated?	1: present, 0: absent	0	Clark (1998:1-659)	Not mentioned.		
GB159	Are nouns reduplicated?	1: present, 0: absent	1	Clark (1998:100)			"čuvol~čuvol u:n
sack~COLL flour
‘a lot of flour’"
GB160	Are elements apart from verbs or nouns reduplicated?	1: present, 0: absent	1	Clark (1998:150)			"sap~sa:rï
yellow-INT
‘bright yellow’"
GB165	Is there productive morphological trial marking on nouns?	1: present, 0: absent	0	Clark (1998:1-659)			
GB166	Is there productive morphological paucal marking on nouns?	1: present, 0: absent	0	Clark (1998:1-659)			
GB167	Is there a logophoric pronoun?	1: present, 0: absent	0	Clark (1998:181)			
GB170	Can an adnominal property word agree with the noun in gender/noun class?	1: present, 0: absent	0	Clark (1998:1-659)			
GB171	Can an adnominal demonstrative agree with the noun in gender/noun class?	1: present, 0: absent	0	Clark (1998:1-659)			
GB172	Can an article agree with the noun in gender/noun class?	1: present, 0: absent	0	Clark (1998:1-659)			
GB177	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?	1: present, 0: absent	0	Clark (1998:1-659)			
GB184	Can an adnominal property word agree with the noun in number?	1: present, 0: absent	0	Clark (1998:143)			"ol agïr gün-lör gečip git-di
that difficult day-PL pass.PTCP go-PST
‘Those difficult days did pass.’"
GB185	Can an adnominal demonstrative agree with the noun in number?	1: present, 0: absent	0	Clark (1998:143)			"ol agïr gün-lör gečip git-di
that difficult day-PL pass.PTCP go-PST
‘Those difficult days did pass.’"
GB186	Can an article agree with the noun in number?	1: present, 0: absent	0	Clark (1998:156)			
GB187	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	1: present, 0: absent	1	Clark (1998:520)		-ča/-če, -ǰagaz	"kita:p-ča
book-DIM
‘a pamphlet’"
GB188	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?	1: present, 0: absent	0	Clark (1998:520-522)			
GB192	Is there a gender system where a noun's phonological properties are a factor in class assignment?	1: present, 0: absent	0	Clark (1998:1-659)			
GB193	What is the order of adnominal property word and noun?	multistate 1: ANM - N; 2: N - ANM; 3: both; 0: they cannot be used attributively	1	Clark (1998:143, 487)			
GB196	Is there a male/female distinction in 2nd person independent pronouns?	1: present, 0: absent	0	Clark (1998:181)			
