Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB024	What is the order of numeral and noun in the NP?	"multistate 1: Num-N; 2: N-Num; 3: both."	1	Sohn (2012:84, 94-95, 98)			
GB025	What is the order of adnominal demonstrative and noun?	"multistate 1: Dem-N; 2: N-Dem; 3: both."	1	Sohn (2012:94)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Sohn (2012:73-122)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	0	Sohn (2012:88-89)			
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Sohn (2012:97)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Sohn (2012:97)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Sohn (2012:97)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	Sohn (2012:98)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Sohn (2012:98)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Sohn (2012:98)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	1	Sohn (2012:97)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Sohn (2012:97)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Sohn (2012:97)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Sohn (2012:97)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	0	Sohn (2012:97)	Optional and not productive (seems restricted to animate nouns).		
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	0	Sohn (2012:97)	It developed from one of the plural suffixes in contemporary Korean		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Sohn (2012:86)			
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	0	Sohn (2012:86)			
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Sohn (2012:86)			
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB057	Are there numeral classifiers?	1: present, 0: absent	?	Sohn (2012:99)	There are several classifiers, but they do not seem to be common and are not used for every semantic class of nouns.		
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Sohn (2012:96-97)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	"multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both"	1	Sohn (2012:84, 96, 101)			
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	1	Sohn (2012:93)			
GB069	"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?"	1: present, 0: absent	1	Sohn (2012:93)	adjectives take the same relativization suffix as verbs, when used attributively		
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Sohn (2012:87-88)	The so-caleld “particles” adjust their phonological shape to the preceding noun. The author doesn’t use the word “clitic” to describe, although it seems these are clitics.		
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Sohn (2012:98)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Sohn (2012:87-88)	The so-caleld “particles” adjust their phonological shape to the preceding noun. The author doesn’t use the word “clitic” to describe, although it seems these are clitics.		
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Sohn (2012:87-88)	Deduced from: “Case particles occur after nominals such as nouns, pronouns, and numerals.”		
GB074	Are there prepositions?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB075	Are there postpositions?	1: present, 0: absent	1	Sohn (2012:84)			
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Sohn (2012:92)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	1	Sohn (2012:93, 95)			
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Sohn (2012:95)			
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	0	Sohn (2012:95)			
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	1	Sohn (2012:95)	“The past tense was marked by -ais/-eis, -jajs/-jejs, -ajs/-ejs. As these forms had diverged and grammaticalized from the resultative compound -a/-e isi (infinitive + ‘exist'), they retained resultative or perfective aspect meaning as well. Past time was also indicated by the confirmative modal -ke/-kwa/-ka.”		
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	Sohn (2012:73-122)	No person marking on the verb.		
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	Sohn (2012:73-122)	No person marking on the verb.		
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	Sohn (2012:73-122)	No person marking on the verb.		
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	Sohn (2012:73-122)	No irregular forms mentioned.		
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	1	Sohn (2012:87)			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB105	Can the recipient in a ditransitive construction be marked like the monotransitive patient?	1: present, 0: absent	0	Sohn (2012:89)	No other functions mentioned for ACC and DAT, except for marking direct object and recipient respectively.		
GB107	Can standard negation be marked by an affix, clitic or modification of the verb?	1: present, 0: absent	?	Sohn (2012:73-122)	No examples with standard negation available.		
GB108	Is there directional or locative morphological marking on verbs?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB109	Is there verb suppletion for participant number?	1: present, 0: absent	0	Sohn (2012:73-122)			
GB110	Is there verb suppletion for tense or aspect?	1: present, 0: absent	0	Sohn (2012:73-122)	No irregular forms mentioned.		
GB111	Are there conjugation classes?	1: present, 0: absent	0	Sohn (2012:73-122)	Not mentioned.		
GB113	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	1: present, 0: absent	1	Sohn (2012:94, 107)			
GB114	Is there a phonologically bound reflexive marker on the verb?	1: present, 0: absent	0	Sohn (2012:73-122)	Not mentioned.		
GB115	Is there a phonologically bound reciprocal marker on the verb?	1: present, 0: absent	0	Sohn (2012:73-122)	Not mentioned.		
