Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Juwon (2011:1-115)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Juwon (2011:1-115)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Juwon (2011:1-115)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Juwon (2011:1-115)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Juwon (2011:52)			"ʤor mʊra-r
two horse-PL
‘two horses’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Juwon (2011:64)			"erek kuŋa jasa-l-a-n
this child eye-PL-?-3SG.POSS
‘this child’s eyes’"
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	1	Juwon (2011:114)	there is only an example with a demonstrative and noun available though		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Juwon (2011:58, 84)	not clear, how nominal conjunction is expressed		"bi: ısag-la hor-ri-w omettu eńi-nun
1SG forest-LOC go-PST-1SG together mother-COM
‘I went to the forest with my mother.’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	1	Juwon (2011:60-61)			"EXCL bu:
INCL mut"
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Juwon (2011:60-61)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Juwon (2011:60-61)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Juwon (2011:66)			"erek ‘this’
tarak ‘that’"
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Juwon (2011:66)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Juwon (2011:66)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Juwon (2011:1-115)			
