Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Bläsing (2003:229-246)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Bläsing (2003:229-246)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Bläsing (2003:229-246)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Bläsing (2003:229-246)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Piurbeev (1997:85)			xojr 9dr [two day] ‘two days’
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Benzing (1985:133)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Bläsing (2003:229-246)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Piurbeev (1997:79)	comitative case -ta, connective case -la and conjunction boln ‘and’		noxa-la (noxa-ta) — noxa-la (noxa-ta) xamdan ‘together with the dog’
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Bläsing (2003:238-239)	only diachronically	b1dn [1PL.INCL], madn [1PL.EXCL]	
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Piurbeev (1997:78-79)	demonstrative pronouns are used in this function, they do not show a gender distinction		en [this], ter [that]
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Piurbeev (1997:83)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Benzing (1985:133)			en ‘this', ter 'that'
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Piurbeev (1997:80)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Piurbeev (1997:80)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Bläsing (2003:229-246)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	1	Benzing (1985: 118); Piurbeev (1997:78)	Piurbeev (1997:78): There is only phonological allomorphy of noun number markers. Benzing (1985: 118): the plural suffix is not predictable		
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Piurbeev (1997:78)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Piurbeev (1997:78)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Piurbeev (1997:78)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Piurbeev (1997:78)		suffixes -ud, -yd, -mud, -tSud, -tSyd, -d, -s, -nr	ax [brother] - ax-nr [brother-PL]
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	Benzing (1985:119)	Not mentioned.		
