Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Erdal (2004:359-360)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Erdal (2004:359-360)	not commonly, but there is an indefinite article		
GB022	Are there prenominal articles?	1: present, 0: absent	1	Erdal (2004:359-360)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Erdal (2004:359-360)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Erdal (2004:159)			
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Erdal (2004:388)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Erdal (2004:384)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Erdal (2004:180, 337)			
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Erdal (2004:192, 233)		"""Old Turkic has no distinction between an inclusive and a neutral 1st person plural (i.e. sensitivity to whether any third party is included in the reference to the 1st person plural beside the speaker and the addressee) which we find in some Turkic languages. “"	
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Erdal (2004:199)	Demonstrative pronouns are used in this function.		
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Erdal (2004:192)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Erdal (2004:199)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Erdal (2004:199)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Erdal (2004:199)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Erdal (2004:1-536)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Erdal (2004:158)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Erdal (2004:1-536)	Not mentioned.		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Erdal (2004:158)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Erdal (2004:158)			
