Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Georg (2003:193-209)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Georg (2003:193-209)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Georg (2003:193-209)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Georg (2003:193-209)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Georg (2003:207)			
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Georg (2003:207)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	0	Georg (2003:207)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	?	Georg (2003:193-209)	Not mentioned.		
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	1	Georg (2003:202)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Georg (2003:202)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Georg (2003:202)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Georg (2003:201-202)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Georg (2003:201-202)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Georg (2003:201-202)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Georg (2003:193-209)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	1	Georg (2003:199)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Georg (2003:193-209)	Not mentioned.		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Georg (2003:199)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Georg (2003:199)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Georg (2003:199)			
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	?	Georg (2003:199)	“The suffix .cUUd, finally, forms collectives, representing a class of (mostly human) individuals, rather than an accidental group of single entities, e.g. bayan ‘rich’ : pl. baya.cuud, galka ‘Khalkha’ : pl. galka.cuud. “ - not enough examples available		
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Georg (2003:198)			
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Georg (2003:198)			
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Georg (2003:198)			
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Georg (2003:193-209)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Georg (2003:193-209)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Georg (2003:193-209)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Georg (2003:193-209)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Georg (2003:193-209)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Georg (2003:193-209)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Georg (2003:202)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	3	Georg (2003:202)	"""The genitive forms of the personal pronouns may be used as prenominal possessive pro- nouns, but it is more common to use postnominally their shortened forms, which have acquired, by and large, the status of possessive suffixes”"		
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	0	Georg (2003:193-209)			
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	0	Georg (2003:193-209)			
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Georg (2003:199)			
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Georg (2003:202)			
