Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Lebedev (1978:59)			"ʤe:r etike-r
two old.man-PL
‘two old men’"
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Lebedev (1978:75-77)			"erek ariŋkïl
this devil
‘these devils’"
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Lebedev (1978:38-105)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	0	Lebedev (1978:102)		-da	"ammu-da eŋmu-da horritïn
father-COM mother-COM come
‘Father and mother have come.’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Lebedev (1978:68)	neither in pronouns nor in verbs		
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Lebedev (1978:68-71)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	0	Lebedev (1978:68-71)			
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	0	Lebedev (1978:75-77)		"erek ‘this’
tarak ‘that’"	
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Lebedev (1978:75-77)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Lebedev (1978:75-77)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Lebedev (1978:43)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Lebedev (1978:43)	Not mentioned.		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Lebedev (1978:43)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Lebedev (1978:43)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Lebedev (1978:43)		-ïl	"ŋin-ïl
dog-PL
‘dogs’"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Lebedev (1978:44)		-ja/-je	"ami-ja
father-ASSOC
‘father and his relatives’"
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Lebedev (1978:38-39)		-n	"tanї-n
read-NMLZ
‘reading’"
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Lebedev (1978:38)		-mŋï	"etu-mŋї
guard-NMLZ
‘a guard’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Lebedev (1978:40)		-tiŋ	"hir-tiŋ
cut-NMLZ
‘a segment’"
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Lebedev (1978:38-105)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Lebedev (1978:50-51)			
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	3	Lebedev (1978:50-51)		"bi: ʤu:-vu
1SG house-1SG
‘my house’"	
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	0	Lebedev (1978:51)			"bej aj
person good
‘a good person’"
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	0	Lebedev (1978:51)			"aj bej
good person
‘a good person’"
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Lebedev (1978:45-46)			
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Lebedev (1978:71)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Lebedev (1978:45-46)			
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Lebedev (1978:71)			
GB074	Are there prepositions?	1: present, 0: absent	0	Lebedev (1978:100)			
GB075	Are there postpositions?	1: present, 0: absent	1	Lebedev (1978:46, 100)			
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Lebedev (1978:38-105)			
