Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Li (2011:1-309)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Li (2011:289)	not commonly		"bi:r er kihi bi:r d’aktar
one male person one woman
‘a man and a woman’"
GB022	Are there prenominal articles?	1: present, 0: absent	1	Li (2011:289)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Li (2011:289)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Li (2011:49, 101, 243)			
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Li (2011:95, 245)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	?	Li (2011:1-309)	Not mentioned.		
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	0	Li (2011:185, 285-288)	the native Dolgan strategy is to use a postposition ‘with’ as a conjunction ‘and’. There is a separate conjunction ‘and’, which is different form the postposition ‘with’, but is a borrowing from Russian 	kittä ‘with/and’	"kï:hï kïtta uol
girl with boy
‘girl and boy’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Li (2011:46)			
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Li (2011:46)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	1	Li (2011:84); Pakendorf (2020:293)			bihikki ‘you and me’
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	Li (2011:79)			
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Li (2011:1-309)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Li (2011:1-309)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Li (2011:1-309)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Li (2011:49)	not listed among irregularities		
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Li (2011:1-309)			
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Li (2011:48-49)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Li (2011:48-49)			
